"version","generator","osm3s__timestamp_osm_base","osm3s__copyright","elements__type","elements__id","elements__nodes__001","elements__nodes__002","elements__nodes__003","elements__nodes__004","elements__nodes__005","elements__nodes__006","elements__nodes__007","elements__nodes__008","elements__nodes__009","elements__nodes__010","elements__nodes__011","elements__nodes__012","elements__nodes__013","elements__lat","elements__lon","elements__tags__addr:housename","elements__tags__addr:city","elements__tags__addr:country","elements__tags__addr:housenumber","elements__tags__addr:postcode","elements__tags__addr:province","elements__tags__addr:street","elements__tags__air_conditioning","elements__tags__addr:unit","elements__tags__alt_name","elements__tags__amenity","elements__tags__attribution","elements__tags__contact:phone","elements__tags__building","elements__tags__canvec:CODE","elements__tags__canvec:UUID","elements__tags__building:levels","elements__tags__brewery","elements__tags__capacity","elements__tags__brand","elements__tags__brand:wikidata","elements__tags__brand:wikipedia","elements__tags__brand:website","elements__tags__contact:facebook","elements__tags__bar","elements__tags__check_date","elements__tags__check_date:opening_hours","elements__tags__diet:vegan","elements__tags__diet:vegetarian","elements__tags__cuisine","elements__tags__disused","elements__tags__diet:halal","elements__tags__fixme","elements__tags__disused:amenity","elements__tags__drive_through","elements__tags__indoor_seating","elements__tags__disused:shop","elements__tags__highchair","elements__tags__llbo","elements__tags__level","elements__tags__email","elements__tags__delivery","elements__tags__internet_access","elements__tags__diet:gluten_free","elements__tags__name","elements__tags__name:zh","elements__tags__name:en","elements__tags__official_name","elements__tags__opening_hours","elements__tags__roof:levels","elements__tags__payment:american_express","elements__tags__payment:cash","elements__tags__payment:discover_card","elements__tags__payment:interac","elements__tags__payment:credit_cards","elements__tags__payment:debit_cards","elements__tags__payment:mastercard","elements__tags__payment:visa","elements__tags__outdoor_seating","elements__tags__phone","elements__tags__reservation","elements__tags__shop","elements__tags__source","elements__tags__twitter","elements__tags__smoking","elements__tags__toilets","elements__tags__toilets:wheelchair","elements__tags__takeaway","elements__tags__url","elements__tags__website","elements__tags__website:menu","elements__tags__website:en","elements__tags__website:fr","elements__tags__wheelchair"
"","","","","node","2938254245","","","","","","","","","","","","","","43.4766379","-80.5253255","","","","","","","","","","","restaurant","","","","","","","","","","","","","","","","","","","sushi","","","","","","","","","","","","","","","Tokyo Sushi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes"
"","","","","node","2938254269","","","","","","","","","","","","","","43.4733939","-80.5286822","","","","","","","","","","","restaurant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Union Market","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","3137856424","","","","","","","","","","","","","","43.4632565","-80.5283828","","","","110","N2L 6C2","","Erb Street West","","","","restaurant","","","","","","","","","","","","","","yes","","","","","","","","","","","","","","","","","","","","Proof Kitchen & Lounge","","","","","","","","","","","","","","yes","+1-519-208-3333","","","","","","","","","","https://proofwaterloo.com/","","","","yes"
"","","","","node","3151527312","","","","","","","","","","","","","","43.484437","-80.5262474","","Waterloo","","402","N2J 2Z3","","King Street North","","","","restaurant","","","","","","","","","","","","","","","","","","","chinese","","","","","","","","","","","","yes","no","","Duck Lord","","","","Mo-Th 13:00-22:00, Fr-Su 13:00-00:00","","","","","","","","","","no","+1-226-899-1718","","","","","no","","","","","","","","",""
"","","","","node","3151819604","","","","","","","","","","","","","","43.484326","-80.5407544","","","","","","","","","","","restaurant","","","","","","","","","","","","","","","","","","","chinese","","","","","","","","","","","","","","","Ming's Chinese Restaurant","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","3220465670","","","","","","","","","","","","","","43.4644005","-80.5223599","","Waterloo","","15","N2J 1N9","","King Street South","yes","","","restaurant","","","","","","","","","","","","","","","2023-05-23","","","","pizza","","","","","","yes","","","","","","","","","Famoso","","","","Su-Tu 11:00-22:00; We-Th 11:00-23:00; Fr,Sa 11:00-00:00","","","","","","","","","","yes","+1-519-954-1900","","","","","no","yes","yes","","","https://www.famoso.ca","","","","limited"
"","","","","node","3385407414","","","","","","","","","","","","","","43.4408946","-80.5069209","","","","200","","","Highland Road West","","","","restaurant","","","","","","","","","","","","","","","","","","","indian","","","","","no","","","","","","","","","","La Tikka Indian Fusion","","","","Su,Mo-Th 11:30-22:00; Fr-Sa 11:30-23:30","","","","","","","","","","","+1-519-954-5144","","","","","","","","","","https://latikka.ca","","","",""
"","","","","node","3540633713","","","","","","","","","","","","","","43.4296992","-80.4349848","","","","","","","","","","","restaurant","","","","","","","","","","","","","","","","","","","chinese","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","3855137977","","","","","","","","","","","","","","43.4609918","-80.4406404","","","","","","","","","","","restaurant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A&A Grill and Restaurant","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","4151792438","","","","","","","","","","","","","","43.4311724","-80.4373093","","","","","","","","","","","restaurant","","","","","","","","","","","","","","","","","","","thai","","","","","","","","","","","","","","","Bangkok Cuisine","","","","Tu-Fr 16:00-21:00; Sa,Su 16:00-21:00","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","4151792439","","","","","","","","","","","","","","43.4315364","-80.4379321","","","","1458","","","Weber Street East","","","","restaurant","","","","","","","","","","","","","","","","","","","steak_house","","","","","","","","","","","","","","","Fork and Cork grill","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","4151793590","","","","","","","","","","","","","","43.4313356","-80.4378134","","","","1470","","","Weber Street East","","","","restaurant","","","","","","","","","Wimpy's Diner","Q16909504","","","","","","","","","diner","","","","","","","","","","","","","","","Wimpy's Diner","","","","","","","","","","","","","","","","","","","","","","","","","https://wimpysdiner.ca/","","","",""
"","","","","node","4583439789","","","","","","","","","","","","","","43.4228353","-80.4441822","","","","","","","","","","","restaurant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","East Side Shawarma & Kabab","","","","Mo-Th 11:00-22:00; Fr 11:00-22:30; Sa 12:00-22:30; Su 12:00-22:00","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","4583576291","","","","","","","","","","","","","","43.4229315","-80.4440657","","","","3101","N2C 2M5","","Kingsway Drive","","","","restaurant","","","","","","","","","","","","","","","","","","","pizza","","","","","","","","","","","pizzanopizzaandwings@gmail.com","","","","Double Taste Pizza and Chicken","","Double Double Pizza and Chicken","","Mo-Th, Su 10:30-01:00; Fr, Sa 10:30-02:00","","","","","","","","","","","+1 519-748-5465","","","","","","","","","","http://doubletaste.ca/","","","",""
"","","","","node","4624349740","","","","","","","","","","","","","","43.4614199","-80.5379365","","Waterloo","","50","N2L 6N9","","Westmount Road North","","D4-5","","restaurant","","","","","","","","","","","","","","","","","","","sushi;japanese","","","","","","","","","","","","no","","","168 Sushi Buffet","","","","Tu-Su 11:00-22:00","","","","","","","","","","yes","+1-519-208-1168","","","","","outside","","","yes","","https://www.168sushibuffet.com/waterloo/","","","","yes"
"","","","","node","4707527517","","","","","","","","","","","","","","43.450849","-80.4923241","","Kitchener","","179","N2G 1A9","","King Street West","","","","restaurant","","","","","","","","","","","","","","","","","","yes","indian","","","","","","","","","","","","","","","Mehman Navazi Indian Cuisine and Bar","","","","","","","","","","","","","","no","","","","","","no","","","","","","","","",""
"","","","","node","4826287767","","","","","","","","","","","","","","43.4865155","-80.5175449","","","","","","","","","","","restaurant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dearborn Restaurant","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","4880702463","","","","","","","","","","","","","","43.4789307","-80.5265839","","","","318","","","Spruce Street","","","","restaurant","","","","","","","","","","","","","","","","","","","chinese","","","","","no","","","","","","","yes","","","King Tin Restaurant","","","","Mo-Su 11:00-22:30; Fr,Sa 11:00-23:00","","","","","","","","","","","+1-519-885-4716","","","","","","","","yes","","http://www.kingtinchinese.com/","","","",""
"","","","","node","4900849051","","","","","","","","","","","","","","43.4496686","-80.4910803","","Kitchener","","50","","","Ontario Street South","","","","restaurant","","","","","","","","","","","","","","","2023-04-26","","","","ethiopian","","","","","","","","","","","","yes","","","East African Cafe","","","","","","","","","","","","","","no","","","","","","","","","yes","","http://www.eastafricancafe.ca/","","","",""
"","","","","node","4990698721","","","","","","","","","","","","","","43.4701189","-80.5153756","","","","","","","","","","","restaurant","","","","","","","","","","","","","","","","","","","Japanese; Korean","","","","","","","","","","","","","","","MIGA","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","5021025882","","","","","","","","","","","","","","43.4239388","-80.4838362","","","","","","","","","","","restaurant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Panj Taara","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","5141804874","","","","","","","","","","","","","","43.4514738","-80.4943398","","Kitchener","","273","","","King Street West","","","","restaurant","","","","","","","","","","","","","","","","","","","salvadoran;latin_american","","","","","","","","","","","","no","","","La Guanaquita","","","","Tu-Th 15:00-21:00; Fr,Sa 15:00-22:00; Su 15:00-20:00; Mo off","","","","","","","","","","no","+1-519-576-4322","","","","","","","","yes","","https://www.theguanaquitarestaurant.com/","","","","no"
"","","","","node","5351696286","","","","","","","","","","","","","","43.473558","-80.537141","","Waterloo","","256","N2L 0W3","","Phillip Street","yes","","","restaurant","","","","","","","","","","","","","","","","","","","japanese;sushi","","","","","","","","","","","","yes","","","Ken Sushi","","","","Mo-Fr 11:30-15:00,16:00-22:00; Sa 12:00-15:00,16:00-22:00; Su 12:00-15:00,16:00-21:00","","","","","","","","","","no","5198837272","","","","","","","","yes","","https://www.kensushihouse.ca/menu","","","",""
"","","","","node","5351696287","","","","","","","","","","","","","","43.464852","-80.5185763","","Waterloo","","","N2J 1L7","","Erb Street East","","55","","restaurant","","","","","","","","","","","","","","","","","","","japanese;sushi","","","","restaurant","","","","","","","","","","","Hungry Ninja","","","","","","","","","","","","","","no","","","","","","","","","yes","","https://www.hungryninja.ca/ninja-food.html","","","",""
"","","","","node","5351696289","","","","","","","","","","","","","","43.4774489","-80.5256273","","Waterloo","","","N2J 4V2","","King Street North","","255","","restaurant","","","","","","","","","","","","","","","","","","","japanese;sushi","","","","","","","","","","","","yes","","","Sakura Island Restaurant","","","","Mo-Sa 11:30-21:30","","","","","","","","","","no","","","","","","","","","yes","","https://www.sakuraislandrestaurant.com/","","","",""
"","","","","node","5366654326","","","","","","","","","","","","","","43.4725625","-80.533995","","Waterloo","","203","N2L 3E6","","Lester Street","","7","","restaurant","","","","","","","","","","","","","","","","","","","chinese;japanese;asian","","","","","","","","","","1","","","","","Foodie Fruitie","","","","Mo-Su 11:30-23:30","","","","","","","","","","no","","","","","","no","","","yes","","","","","","yes"
"","","","","node","5366654328","","","","","","","","","","","","","","43.4725617","-80.5340745","","","","","","","","","","","restaurant","","","","","","","","","","","","","","","","","","","chinese","","","","","","","","","","0","","yes","","","Chinese Lamian","","","","We-Mo 11:30-00:00","","","","","","","","","","","","","","","","","","","yes","","","","","","yes"
"","","","","node","5368660991","","","","","","","","","","","","","","43.4757894","-80.5356284","","Waterloo","","280","N2L 3W6","","Hickory Street West","","114","","restaurant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Manna's Food Express","","","","Mo-Su 12:30-21:30","","","","","","","","","","","","","","","","","","","","","https://mannasfoods.ca","","","",""
"","","","","node","5368660994","","","","","","","","","","","","","","43.4753938","-80.5356372","","Waterloo","","280","N2L 3W6","","Lester Street","","105","","restaurant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Top Chicken","","","","Su-Th 16:00-24:00; Fr-Sa 16:00-01:00","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","5368660996","","","","","","","","","","","","","","43.4753505","-80.5356072","","Waterloo","","280","N2L 3W6","","Lester Street","","104","","restaurant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LooBapBap","","","","Sa-Su 11:30-21:30","","","","","","","","","","","","","","","","","","","","","https://loobapbap.business.site/","","","",""
